Owner,Repo,Stars,Forks,Language,URL
huggingface,lm-evaluation-harness,35,15,Python,https://github.com/huggingface/lm-evaluation-harness
huggingface,lmms-eval,1,2,Python,https://github.com/huggingface/lmms-eval
huggingface,local-gemma,376,30,Python,https://github.com/huggingface/local-gemma
huggingface,lor-e,9,1,Rust,https://github.com/huggingface/lor-e
huggingface,lora-fast,23,1,Python,https://github.com/huggingface/lora-fast
huggingface,m4-logs,58,7,,https://github.com/huggingface/m4-logs
huggingface,making-games-with-ai-course,106,14,MDX,https://github.com/huggingface/making-games-with-ai-course
huggingface,Math-Verify,952,44,Python,https://github.com/huggingface/Math-Verify
huggingface,mcp-bench,4,0,Python,https://github.com/huggingface/mcp-bench
huggingface,mcp-course,802,205,MDX,https://github.com/huggingface/mcp-course
huggingface,Megatron-LM,18,10,Python,https://github.com/huggingface/Megatron-LM
huggingface,mergekit,2,0,,https://github.com/huggingface/mergekit
huggingface,meshgen,655,40,Python,https://github.com/huggingface/meshgen
huggingface,meta-agents-research-environments,0,1,Python,https://github.com/huggingface/meta-agents-research-environments
huggingface,Microsoft-Azure,8,2,Makefile,https://github.com/huggingface/Microsoft-Azure
huggingface,MixEval,4,0,,https://github.com/huggingface/MixEval
huggingface,ml-agents,48,9,C#,https://github.com/huggingface/ml-agents
huggingface,ml-agents-patch,16,3,C#,https://github.com/huggingface/ml-agents-patch
huggingface,ML-Agents-Training-Executables,4,7,,https://github.com/huggingface/ML-Agents-Training-Executables
huggingface,ml-for-3d-course,159,17,MDX,https://github.com/huggingface/ml-for-3d-course
huggingface,model-evaluator,13,8,Python,https://github.com/huggingface/model-evaluator
huggingface,model_card,30,58,,https://github.com/huggingface/model_card
huggingface,Mongoku,1370,92,TypeScript,https://github.com/huggingface/Mongoku
huggingface,movie-shot-categorizer,26,2,Jupyter Notebook,https://github.com/huggingface/movie-shot-categorizer
huggingface,ms-build-mi300,2,3,Jupyter Notebook,https://github.com/huggingface/ms-build-mi300
huggingface,Multi-IF,0,0,,https://github.com/huggingface/Multi-IF
huggingface,naacl_transfer_learning_tutorial,721,124,Python,https://github.com/huggingface/naacl_transfer_learning_tutorial
huggingface,nanotron,2239,248,Python,https://github.com/huggingface/nanotron
huggingface,nanoVLM,4080,390,Python,https://github.com/huggingface/nanoVLM
huggingface,neural-compressor,4,2,,https://github.com/huggingface/neural-compressor
huggingface,neuralcoref,2887,475,C,https://github.com/huggingface/neuralcoref
huggingface,neuralcoref-models,7,6,,https://github.com/huggingface/neuralcoref-models
huggingface,neuralcoref-viz,34,15,TypeScript,https://github.com/huggingface/neuralcoref-viz
huggingface,new-model-addition-cwm,0,0,Python,https://github.com/huggingface/new-model-addition-cwm
huggingface,nn_pruning,405,62,Jupyter Notebook,https://github.com/huggingface/nn_pruning
huggingface,node-question-answering,466,55,TypeScript,https://github.com/huggingface/node-question-answering
huggingface,notebooks,4327,1752,Jupyter Notebook,https://github.com/huggingface/notebooks
huggingface,OBELICS,206,12,Python,https://github.com/huggingface/OBELICS
huggingface,olm-datasets,177,23,Python,https://github.com/huggingface/olm-datasets
huggingface,olm-training,95,8,Python,https://github.com/huggingface/olm-training
huggingface,open-muse,358,32,Python,https://github.com/huggingface/open-muse
huggingface,open-r1,25492,2387,Python,https://github.com/huggingface/open-r1
huggingface,open_asr_leaderboard,132,62,Python,https://github.com/huggingface/open_asr_leaderboard
huggingface,optimum,3104,596,Python,https://github.com/huggingface/optimum
huggingface,optimum-amd,89,22,Jupyter Notebook,https://github.com/huggingface/optimum-amd
huggingface,optimum-benchmark,315,59,Python,https://github.com/huggingface/optimum-benchmark
huggingface,optimum-executorch,66,23,Python,https://github.com/huggingface/optimum-executorch
huggingface,optimum-furiosa,26,8,Jupyter Notebook,https://github.com/huggingface/optimum-furiosa
huggingface,optimum-graphcore,86,35,Python,https://github.com/huggingface/optimum-graphcore
huggingface,optimum-habana,198,264,Python,https://github.com/huggingface/optimum-habana
huggingface,optimum-intel,497,143,Jupyter Notebook,https://github.com/huggingface/optimum-intel
huggingface,optimum-neuron,242,80,Jupyter Notebook,https://github.com/huggingface/optimum-neuron
huggingface,optimum-nvidia,1004,106,Python,https://github.com/huggingface/optimum-nvidia
huggingface,optimum-onnx,50,15,Python,https://github.com/huggingface/optimum-onnx
huggingface,optimum-quanto,987,77,Python,https://github.com/huggingface/optimum-quanto
huggingface,optimum-tpu,120,30,Python,https://github.com/huggingface/optimum-tpu
huggingface,paper-style-guide,73,10,,https://github.com/huggingface/paper-style-guide
huggingface,parler-tts,5428,575,Python,https://github.com/huggingface/parler-tts
huggingface,peft,19724,2047,Python,https://github.com/huggingface/peft
huggingface,peft-pytorch-conference,14,2,Jupyter Notebook,https://github.com/huggingface/peft-pytorch-conference
huggingface,personas,62,24,,https://github.com/huggingface/personas
huggingface,picotron,1836,136,Python,https://github.com/huggingface/picotron
huggingface,picotron_tutorial,221,34,Python,https://github.com/huggingface/picotron_tutorial
huggingface,pixparse,21,4,Python,https://github.com/huggingface/pixparse
huggingface,prettier-plugin-vertical-align,13,2,TypeScript,https://github.com/huggingface/prettier-plugin-vertical-align
huggingface,prime,3,0,,https://github.com/huggingface/prime
huggingface,ProcessBench,1,1,Python,https://github.com/huggingface/ProcessBench
huggingface,prometheus-slurm-exporter,1,1,,https://github.com/huggingface/prometheus-slurm-exporter
huggingface,pyo3-special-method-derive,20,5,Rust,https://github.com/huggingface/pyo3-special-method-derive
huggingface,pyspark_huggingface,17,5,Python,https://github.com/huggingface/pyspark_huggingface
huggingface,python-readability,5,2,Python,https://github.com/huggingface/python-readability
huggingface,pytorch-image-models,35392,5023,Python,https://github.com/huggingface/pytorch-image-models
huggingface,pytorch-openai-transformer-lm,1517,285,Python,https://github.com/huggingface/pytorch-openai-transformer-lm
huggingface,pytorch-pretrained-BigGAN,1040,178,Python,https://github.com/huggingface/pytorch-pretrained-BigGAN
huggingface,pytorch_block_sparse,549,36,C++,https://github.com/huggingface/pytorch_block_sparse
huggingface,quicktype,2,2,TypeScript,https://github.com/huggingface/quicktype
huggingface,Qwen2.5-Coder,7,0,,https://github.com/huggingface/Qwen2.5-Coder
huggingface,Qwen2.5-Math,8,3,Python,https://github.com/huggingface/Qwen2.5-Math
huggingface,rasa_hmtl,29,8,Python,https://github.com/huggingface/rasa_hmtl
huggingface,ratchet,719,37,Rust,https://github.com/huggingface/ratchet
huggingface,responses.js,187,17,TypeScript,https://github.com/huggingface/responses.js
huggingface,rl-baselines3-zoo,3,2,Python,https://github.com/huggingface/rl-baselines3-zoo
huggingface,rl-baselines3-zoo-update,7,3,,https://github.com/huggingface/rl-baselines3-zoo-update
huggingface,RL-model-card-template,2,3,,https://github.com/huggingface/RL-model-card-template
huggingface,rlhf-interface,33,4,Python,https://github.com/huggingface/rlhf-interface
huggingface,rocm-nix,4,1,Nix,https://github.com/huggingface/rocm-nix
huggingface,roots-search-tool,10,7,Jupyter Notebook,https://github.com/huggingface/roots-search-tool
huggingface,s3prl,5,3,,https://github.com/huggingface/s3prl
huggingface,safetensors,3467,268,Python,https://github.com/huggingface/safetensors
huggingface,sam2-studio,383,28,Swift,https://github.com/huggingface/sam2-studio
huggingface,scheduler-plugins,1,0,Go,https://github.com/huggingface/scheduler-plugins
huggingface,screenenv,391,40,Python,https://github.com/huggingface/screenenv
huggingface,screensuite,120,8,Python,https://github.com/huggingface/screensuite
huggingface,search-and-learn,1109,122,Python,https://github.com/huggingface/search-and-learn
huggingface,segment-anything-2,84,10,Jupyter Notebook,https://github.com/huggingface/segment-anything-2
huggingface,semver-release-action,19,7,JavaScript,https://github.com/huggingface/semver-release-action
huggingface,setfit,2572,251,Jupyter Notebook,https://github.com/huggingface/setfit
huggingface,sharp-transformers,187,17,C#,https://github.com/huggingface/sharp-transformers
huggingface,simulate,191,14,Python,https://github.com/huggingface/simulate
huggingface,slurm-mail,0,1,,https://github.com/huggingface/slurm-mail
huggingface,smol-course,6420,2279,Jupyter Notebook,https://github.com/huggingface/smol-course
huggingface,smol2operator,86,12,Python,https://github.com/huggingface/smol2operator
huggingface,smolagents,23144,2024,Python,https://github.com/huggingface/smolagents
huggingface,smollm,3286,225,Python,https://github.com/huggingface/smollm
huggingface,snapchat-lens-api,14,9,,https://github.com/huggingface/snapchat-lens-api
huggingface,Snowball-Target,2,2,,https://github.com/huggingface/Snowball-Target
huggingface,speech-to-speech,4194,476,Python,https://github.com/huggingface/speech-to-speech
huggingface,speechbox,359,42,Python,https://github.com/huggingface/speechbox
huggingface,spm_precompiled,19,14,Rust,https://github.com/huggingface/spm_precompiled
huggingface,stable-baselines3,5,3,Python,https://github.com/huggingface/stable-baselines3
huggingface,swift-chat,576,49,Swift,https://github.com/huggingface/swift-chat
huggingface,swift-coreml-diffusers,2713,239,Swift,https://github.com/huggingface/swift-coreml-diffusers
huggingface,swift-coreml-transformers,1675,180,Swift,https://github.com/huggingface/swift-coreml-transformers
huggingface,swift-jinja,88,13,Swift,https://github.com/huggingface/swift-jinja
huggingface,swift-transformers,1141,139,Swift,https://github.com/huggingface/swift-transformers
huggingface,tailscale-action,15,3,,https://github.com/huggingface/tailscale-action
huggingface,tau2-bench,4,0,Python,https://github.com/huggingface/tau2-bench
huggingface,tei-gaudi,9,4,Rust,https://github.com/huggingface/tei-gaudi
huggingface,temp-tailscale-action,2,0,,https://github.com/huggingface/temp-tailscale-action
huggingface,tensorboard,5,2,,https://github.com/huggingface/tensorboard
huggingface,TensorRT-LLM,1,1,,https://github.com/huggingface/TensorRT-LLM
huggingface,test-actions,0,1,,https://github.com/huggingface/test-actions
huggingface,test_gh_secret,2,3,,https://github.com/huggingface/test_gh_secret
huggingface,text-clustering,577,44,Python,https://github.com/huggingface/text-clustering
huggingface,text-embeddings-inference,4056,311,Rust,https://github.com/huggingface/text-embeddings-inference
huggingface,text-generation-inference,10542,1236,Python,https://github.com/huggingface/text-generation-inference
huggingface,tflite-android-transformers,415,87,Java,https://github.com/huggingface/tflite-android-transformers
huggingface,tgi-gaudi,34,46,Python,https://github.com/huggingface/tgi-gaudi
huggingface,that_is_good_data,65,3,,https://github.com/huggingface/that_is_good_data
huggingface,tokenizers,10112,970,Rust,https://github.com/huggingface/tokenizers
huggingface,torchMoji,925,191,Python,https://github.com/huggingface/torchMoji
huggingface,torchtitan,1,1,Python,https://github.com/huggingface/torchtitan
huggingface,transfer-learning-conv-ai,1749,432,Python,https://github.com/huggingface/transfer-learning-conv-ai
huggingface,transformers,150500,30572,Python,https://github.com/huggingface/transformers
huggingface,transformers-bloom-inference,565,115,Python,https://github.com/huggingface/transformers-bloom-inference
huggingface,transformers-research-projects,87,19,Python,https://github.com/huggingface/transformers-research-projects
huggingface,transformers.js,14637,1016,JavaScript,https://github.com/huggingface/transformers.js
huggingface,transformers.js-benchmarking,15,3,JavaScript,https://github.com/huggingface/transformers.js-benchmarking
huggingface,transformers.js-examples,1777,214,JavaScript,https://github.com/huggingface/transformers.js-examples
huggingface,transformers_bloom_parallel,37,6,Python,https://github.com/huggingface/transformers_bloom_parallel
huggingface,trending-deploy,10,2,Python,https://github.com/huggingface/trending-deploy
huggingface,trident,0,2,,https://github.com/huggingface/trident
huggingface,trl,15710,2214,Python,https://github.com/huggingface/trl
huggingface,trl-jobs,55,9,Python,https://github.com/huggingface/trl-jobs
huggingface,trl-tuto,49,14,Jupyter Notebook,https://github.com/huggingface/trl-tuto
huggingface,tune,87,23,Python,https://github.com/huggingface/tune
huggingface,ultravox,8,0,Python,https://github.com/huggingface/ultravox
huggingface,unity-api,360,36,C#,https://github.com/huggingface/unity-api
huggingface,Unity-MLAgents-LoadFromHub-Assets,4,2,,https://github.com/huggingface/Unity-MLAgents-LoadFromHub-Assets
huggingface,Unity-WebGL-template-for-Hugging-Face-Spaces,14,4,,https://github.com/huggingface/Unity-WebGL-template-for-Hugging-Face-Spaces
huggingface,video-dataset-scripts,66,5,Python,https://github.com/huggingface/video-dataset-scripts
huggingface,videodatasetsrecipe,3,1,Python,https://github.com/huggingface/videodatasetsrecipe
huggingface,visual-blocks-custom-components,123,12,TypeScript,https://github.com/huggingface/visual-blocks-custom-components
huggingface,ViZDoom,2,4,C++,https://github.com/huggingface/ViZDoom
huggingface,vllm-dca,0,0,,https://github.com/huggingface/vllm-dca
huggingface,VLMEvalKit,3,1,,https://github.com/huggingface/VLMEvalKit
huggingface,WebShop,2,0,,https://github.com/huggingface/WebShop
huggingface,widgets-server,12,14,TypeScript,https://github.com/huggingface/widgets-server
huggingface,wikirace-llms,24,2,TypeScript,https://github.com/huggingface/wikirace-llms
huggingface,workshops,150,55,Jupyter Notebook,https://github.com/huggingface/workshops
huggingface,xet-core,282,29,Rust,https://github.com/huggingface/xet-core
huggingface,xlnet,26,15,Python,https://github.com/huggingface/xlnet
huggingface,yourbench,397,36,HTML,https://github.com/huggingface/yourbench
huggingface,zapier,48,0,JavaScript,https://github.com/huggingface/zapier
openai,agents.md,6701,505,TypeScript,https://github.com/openai/agents.md
openai,ai-and-efficiency,57,26,,https://github.com/openai/ai-and-efficiency
openai,assign-one-project-github-action,11,14,Shell,https://github.com/openai/assign-one-project-github-action
openai,atari-demo,33,19,Python,https://github.com/openai/atari-demo
openai,atari-py,384,185,C++,https://github.com/openai/atari-py
openai,atari-reset,205,44,Python,https://github.com/openai/atari-reset
openai,automated-interpretability,1043,122,Python,https://github.com/openai/automated-interpretability
openai,aws-fluent-plugin-kinesis,12,24,Ruby,https://github.com/openai/aws-fluent-plugin-kinesis
openai,azure-cli,10,6,,https://github.com/openai/azure-cli
openai,baselines,16456,4935,Python,https://github.com/openai/baselines
openai,baselines-results,118,57,Jupyter Notebook,https://github.com/openai/baselines-results
openai,blocksparse,1054,199,Cuda,https://github.com/openai/blocksparse
openai,box2d-py,41,29,C++,https://github.com/openai/box2d-py
openai,bugbounty-gpt,50,14,Python,https://github.com/openai/bugbounty-gpt
openai,build-hours,561,114,Jupyter Notebook,https://github.com/openai/build-hours
openai,ceph-chef,10,15,Ruby,https://github.com/openai/ceph-chef
openai,chatgpt-retrieval-plugin,21231,3681,Python,https://github.com/openai/chatgpt-retrieval-plugin
